Date,Open,High,Low,Close,Volume
2016-04-20,170.00311322649867,170.27387965645357,166.16709938100118,169.05538940429688,20163005
2016-04-21,171.94368772926458,178.17156382307527,171.4923919609463,175.41867065429688,31008152
2016-04-22,174.7417378676027,181.87220594143645,172.89142234795074,180.65370178222656,34049763
2016-04-25,181.37576863903968,182.81992062341143,176.72742768035928,177.8556671142578,23835613
2016-04-26,176.86282022479773,181.78194166136126,175.59919750121517,181.3757781982422,21809451
2016-04-27,181.33064501565133,181.33064501565133,176.45665593611645,177.0433349609375,22801603
2016-04-28,177.58488999330933,178.89364500496995,172.57550406492845,173.34271240234375,24555479
2016-04-29,173.2073233762125,175.1027712544436,168.2882018866998,170.58981323242188,21021661
2016-05-02,169.32618634236766,170.0933809238223,167.43073851062405,167.8820343017578,14469844
2016-05-03,168.78463660081442,170.90573246280147,165.7609490992508,166.1219940185547,16247931
2016-05-04,165.62557470604042,166.43790171605215,161.69929535525264,162.42137145996094,17826594
2016-05-05,162.69212974361344,164.90347632544353,161.11259450338417,162.7823944091797,17742028
2016-05-06,163.32394163283254,166.9343079083191,162.5567470627643,166.39276123046875,18336962
2016-05-09,168.3333320125761,170.95084212202033,167.02457695785398,170.31903076171875,13863696
2016-05-10,169.3261886569659,171.7631832079097,168.51384795834815,171.04110717773438,13845979
2016-05-11,167.34046225125925,170.13850147144214,166.16710429355703,166.97943115234375,18128414
2016-05-12,168.8748965361341,171.0411109013646,167.34047977393618,170.13851928710938,17398341
2016-05-13,169.64208074496807,169.64208074496807,166.34762706388312,166.84405517578125,15546644
2016-05-16,166.9794498291801,166.9794498291801,158.08891685632008,159.5782012939453,30937008
2016-05-17,161.11257668436406,161.20284133994704,158.17915441980279,159.62330627441406,22183140
2016-05-18,159.66846405776712,162.8726673038466,156.64479016720685,162.42137145996094,25345278
2016-05-19,163.36906037046785,163.36906037046785,155.1554722682752,155.87754821777344,25480517
2016-05-20,156.59963926567602,157.6827464081235,153.93699685686005,154.65907287597656,16720624
2016-05-23,155.51652955496007,155.87756067232883,151.81589862588592,151.9964141845703,16193112
2016-05-24,152.3574617187009,153.80159998569462,150.1912336595285,152.98927307128906,14816798
2016-05-25,154.79444255053048,158.6755887625563,154.7493102209522,158.0437774658203,18900887
2016-05-26,158.04379168905095,167.43073864307723,156.59963964729866,166.2122344970703,30700988
2016-05-27,166.07685351452997,182.68453335700104,163.8203745265608,176.81768798828125,85585820
2016-05-30,180.69882172408992,184.03840763378872,175.64431741473476,179.48033142089844,46075949
2016-05-31,179.43519740698306,185.66307340253982,177.0884539397698,184.9861297607422,39457647
2016-06-01,185.8887341887576,188.00982992263206,177.44951113191297,178.93878173828125,41868032
2016-06-02,178.57776058773172,182.59429061110487,176.5017970716479,181.01475524902344,23499884
2016-06-03,183.80380317932304,184.85541139726752,178.6828956188574,179.78024291992188,24568749
2016-06-06,180.55752351712462,185.2669330564443,180.23747549912412,181.8834686279297,23623536
2016-06-07,183.30087334992686,193.08545212425716,183.02653649668633,192.17100524902344,66063192
2016-06-08,192.17098641376998,193.77126828858056,189.79343314320465,192.67393493652344,35163093
2016-06-09,192.03383853649933,194.59429250765632,190.47928168187417,191.9881134033203,27858182
2016-06-10,191.43944986653312,193.40550497405414,187.73593740614692,188.330322265625,25598224
2016-06-13,184.26101780204633,185.26691479570513,183.07223425136314,184.5353546142578,21192525
2016-06-14,186.86721453132202,190.753613543005,186.36426598619866,189.93060302734375,23918910
2016-06-15,191.805220642228,198.9379086343732,190.70788724805593,197.5662384033203,48362742
2016-06-16,197.52052307128906,199.80664023646602,194.82290760705064,197.52052307128906,48122379
2016-06-17,198.20636777978504,198.89220296241405,193.49697177374014,195.18869018554688,26486677
2016-06-20,190.2049523288277,198.16063744806496,190.1135020588672,197.4290771484375,32633757
2016-06-21,196.6060513647917,198.8921682411265,194.91431929496395,195.6916046142578,18960306
2016-06-22,195.69162710299304,196.83468567251987,193.35978483048797,194.68572998046875,16395548
2016-06-23,194.77716115265966,199.34939498253428,194.54854946116592,198.93789672851562,20666649
2016-06-24,188.2845989614086,194.18279224793983,185.1754852836654,193.17689514160156,47224652
2016-06-27,192.76538434613488,200.12668372846292,192.5367726507418,198.57211303710938,29021651
2016-06-28,198.2063625830452,199.9438060854773,196.97185370533936,197.4290771484375,21784062
2016-06-29,199.25795360196034,200.08096410001482,197.61196051255325,198.6178436279297,18019568
2016-06-30,201.17829650686014,202.91573984989722,199.2579526406816,200.08096313476562,30600995
2016-07-01,201.9098332444048,202.09271979291407,200.17237615019374,200.8125,15346865
2016-07-04,203.32724603686498,205.15613958717327,203.00718408422085,203.921630859375,16534518
2016-07-05,204.1502487728793,205.88769211726557,202.59569199842565,204.3788604736328,15357018
2016-07-07,204.74464149615238,205.38476544558762,200.5839195449318,201.22402954101562,12917872
2016-07-08,201.31545168010635,201.95557558447652,197.97772653692107,199.6237335205078,16017389
2016-07-11,204.47031316580075,206.1620313994755,203.00719268224594,205.4761962890625,15831791
2016-07-12,205.75052747823906,207.7623076229117,204.97324212642545,207.30508422851562,19374179
2016-07-13,207.5794030335438,208.9510730976421,204.79033777920736,208.21951293945312,18377333
2016-07-14,207.5794081852354,212.92892714932256,206.66496145314184,212.15164184570312,21208021
2016-07-15,212.9746473883168,214.346317544841,211.05431754119317,211.69442749023438,15068302
2016-07-18,212.51741245144703,213.84337136002839,208.67673901260878,209.1796875,11816985
2016-07-19,210.3227891736502,212.2888444476281,207.57944844529823,209.95701599121094,19767339
2016-07-20,210.91715098499563,212.83749486587777,209.5912059021727,211.37437438964844,18051608
2016-07-21,211.83159033048085,212.24310254284964,205.20185119661207,206.34490966796875,13306837
2016-07-22,206.11630381801908,206.57352721952608,203.09864053075353,204.3788604736328,12341622
2016-07-25,203.92163081747157,211.2372050172015,203.64729399431158,210.23130798339844,18427070
2016-07-26,210.32276142219993,212.33454156687256,206.57352400681174,207.30508422851562,14162638
2016-07-27,208.26524699137283,211.23719892429034,207.39652537088233,209.6369171142578,17626617
2016-07-28,210.4599125621925,215.03214628245172,209.6826412017584,211.23719787597656,26838284
2016-07-29,210.32278259657238,212.79178638420956,208.8596620058641,209.77410888671875,15577230
2016-08-01,211.05432355538454,212.74604175796125,206.0248661714767,207.853759765625,16071228
2016-08-02,209.68265506324613,211.14576157844067,207.8537614542398,208.5395965576172,16145066
2016-08-03,208.95110111706592,210.77999478111028,206.48209746127634,207.25936889648438,14838944
2016-08-04,208.9053634344778,209.13397512874914,204.10451785477974,206.34490966796875,17810908
2016-08-05,207.89950163483772,213.88911747523693,207.48798938034147,212.83750915527344,21264296
2016-08-08,213.9348181977305,215.71798660144975,211.87731297343512,213.29470825195312,16972827
2016-08-09,214.20918416576956,217.63836000620344,212.7460635591769,215.0321807861328,19854185
2016-08-10,216.4952730380691,216.63243447238133,211.28292923394721,211.69442749023438,16279843
2016-08-11,211.69444793007787,211.7858981973495,206.75644047114892,207.7165985107422,16673286
